medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
DF645342E669D093292A1DEF248355A9,583B61EED00CEED97F98EB9C4EFEC4A6,VTS,1,,2013-02-04 14:08:00,2013-02-04 14:25:00,1,1020,.87,-73.863144,40.76955,-73.976006,40.74847
78CB97172912DDD5D486C3D13AD446EE,B54855B13CA5B6B8DD264BE86A1430ED,VTS,1,,2013-02-06 21:32:00,2013-02-06 21:44:00,1,720,2.23,-73.955948,40.768742,-73.989357,40.776749
2934FE19ABCB3FDEC86B25AEAC73D034,92F71870DFBC709EEEC777496D92D65B,VTS,1,,2013-02-04 14:25:00,2013-02-04 14:30:00,1,300,.81,-73.973824,40.754681,-73.972832,40.762428
34224A062D92A79503E6A227130415E1,B6C070C85ACC1672329E2C752761F532,VTS,1,,2013-02-04 14:10:00,2013-02-04 14:17:00,1,420,1.28,-73.974007,40.762993,-73.977486,40.749325
1D61CCB85944680F243B2B62F54DC232,5F107452151D0DD4F83A1FCEE2A19985,VTS,1,,2013-02-06 21:08:00,2013-02-06 21:33:00,1,1500,12.55,0,0,0,0
1D1EEB9CD3337E87512C0D05F3BB2356,8288DE99F6D13CFDC979B8F3C97C8693,VTS,1,,2013-02-04 14:38:00,2013-02-04 14:42:00,2,240,.68,-73.979507,40.786289,-74.005424,40.744953
10A65502C3C190BFFDCB4194774C1026,EFAF9B965BE9EF129AFE759BEAACE421,VTS,1,,2013-02-06 21:32:00,2013-02-06 21:37:00,1,300,.72,-73.976585,40.759277,-73.975693,40.756374
00790C7BAD30B7A9E09689A13ED90042,F532BF602E32383CEF320E3E569536D2,VTS,1,,2013-02-09 09:30:00,2013-02-09 09:40:00,5,600,2.32,-73.960526,40.761543,-73.97187,40.782097
E3E635662EAFF0C7D5B10D08ED4D77D1,56C78AFC0E670BE210CEB65245E72523,VTS,1,,2013-02-06 21:29:00,2013-02-06 21:36:00,5,420,1.92,-73.982124,40.743313,-73.97966,40.723026
9473B2600EF2EFC9E9B89842CBAFC4AB,97C4DB96A866EC161AD41C3CBD239CCF,VTS,1,,2013-02-06 21:02:00,2013-02-06 21:12:00,5,600,2.20,-74.007774,40.705627,-73.991989,40.729286
1F2826FDE3A968E90FE1D503096804AF,3B4A57420C51EED1478D155D9B8882B9,VTS,1,,2013-02-06 20:59:00,2013-02-06 21:11:00,1,720,2.96,-74.006248,40.733814,-73.980675,40.765888
04BC6422B122AEA5BF32379379F709AD,4199EB24AFD8D3F03CCCADB7BBBC7959,VTS,1,,2013-02-06 21:04:00,2013-02-06 21:12:00,4,480,1.57,-73.989174,40.74345,-73.996643,40.733215
C6B2E3AAF5C7306AF035D1487724BF9E,F802E98347E9520CC272C251A749D77F,VTS,1,,2013-02-04 08:14:00,2013-02-04 08:27:00,4,780,1.58,-73.967049,40.752121,-73.967049,40.76659
5A04EF009781911AC9FACC17C6B2B95F,52D5D607AD2BC556AA5AFE29716B1655,VTS,1,,2013-02-04 14:44:00,2013-02-04 14:53:00,1,540,1.33,-73.948586,40.784801,-73.945488,40.773926
4250961AE2BBE3DC29985DABBC9EE7BF,76DA896CA441829CC6F58687AE21E292,VTS,1,,2013-02-09 10:06:00,2013-02-09 10:13:00,1,420,1.12,-73.953239,40.775887,-73.961983,40.763813
908649C07B35408B0727167768129620,2ED79074EEB495954EE9493C17A557FF,VTS,1,,2013-02-09 10:23:00,2013-02-09 10:34:00,1,660,1.26,-73.976723,40.755951,-73.990005,40.756763
DD467ED2E7DDB5C8B9B918469604E54F,9B8DE1504C6BBB7B5A7471DFB992AEB9,VTS,1,,2013-02-04 09:07:00,2013-02-04 09:16:00,1,540,.86,-73.989914,40.75861,-73.979233,40.754902
A4176F792866E3A5DD57BDB059D6FFCC,32C12341341F97AD6E247B3B544B1C5C,VTS,1,,2013-02-06 21:46:00,2013-02-06 21:54:00,4,480,1.69,-73.969559,40.757889,-73.988312,40.749966
87C83B8B29E4415F6B43785A29C06A15,EBF0D935CE57D4DC87516DF395637770,VTS,1,,2013-02-09 05:16:00,2013-02-09 05:30:00,5,840,3.54,0,0,0,0
A9626C2CDA014D2A02529ECB953277D2,6A4901A00917CED71D0746D046AB5DA3,VTS,1,,2013-02-06 21:45:00,2013-02-06 21:55:00,1,600,2.05,-73.976418,40.755764,-73.957787,40.777042
9771700E1AE5E87B2EF8623BAE58D703,04F2AD25DCE38ED0E91992F1BA3E7899,VTS,1,,2013-02-09 08:24:00,2013-02-09 08:32:00,1,480,2.13,-73.995773,40.738735,-73.984535,40.762245
22B404247AADDAF8FBCB5A40DEB8FCF8,3E915AB721B87A788BBF6EF6AA024409,VTS,1,,2013-02-06 21:16:00,2013-02-06 21:22:00,1,360,.81,-73.986969,40.744499,-73.97821,40.75346
D57C7392455C38D9404660F7BC63D1B6,EC5837D805127379D72FF6C35279890B,VTS,1,,2013-02-09 08:35:00,2013-02-09 08:37:00,3,120,1.13,-73.982239,40.742962,-73.983421,40.734226
5323FDDAC1521DDC5F56A18A5FA7474F,9161984C38EA70021BEAC44D6831CCDF,VTS,1,,2013-02-06 21:09:00,2013-02-06 21:20:00,5,660,2.15,-73.982437,40.773663,-73.969437,40.755882
27A86FECF0CDB4979155856A470D8DF6,CD5C88697E6E0E44E2DAC7D417E6F6F1,VTS,1,,2013-02-04 08:28:00,2013-02-04 08:39:00,1,660,2.93,-73.969872,40.7598,-73.996284,40.725918
530D3365324D15926278B2A536262E03,F698D640B805C2382336AADE615E8E97,VTS,1,,2013-02-06 21:18:00,2013-02-06 21:32:00,1,840,2.86,-73.981758,40.779732,-73.995407,40.743961
75E9D1205090133D68D7500BB37D9B50,FDEA95843CF14F503ACD260EEDB2AB51,VTS,1,,2013-02-04 08:30:00,2013-02-04 08:39:00,1,540,1.15,-73.993042,40.743221,-73.983727,40.750641
672AEB89223BF87777441FFD4D794F60,99DA5005DBD7CE35460304C294995897,VTS,1,,2013-02-06 21:09:00,2013-02-06 21:29:00,2,1200,4.32,-73.970009,40.762726,-74.009239,40.710686
01437B898F3B5BBAD69CCD7AE45032D7,2E217A2112CF5306C290AEF6C9C23F6B,VTS,1,,2013-02-09 09:10:00,2013-02-09 09:13:00,1,180,.89,-73.945015,40.787201,-73.952133,40.777378
99DC8B92B9DD3926C5FDC362893ED8C3,CE2F09E16045025AEDFC0226F332CB7C,VTS,1,,2013-02-04 14:05:00,2013-02-04 14:15:00,5,600,1.51,-73.973282,40.752468,-73.959946,40.770557
6EB0E5A9DBE141CF8B114AB7EC64C93A,CC6E12EAC4C7673271F7CA1B955943EB,VTS,1,,2013-02-09 09:06:00,2013-02-09 09:17:00,2,660,2.36,-73.981422,40.7645,-73.957336,40.780537
F3F022E9D4E54DC55D6F6D3432CAA30B,67F019332D94AC123292FAAC8B7EF9DD,VTS,1,,2013-02-09 10:16:00,2013-02-09 10:31:00,1,900,3.48,-73.969315,40.753864,-74.006027,40.735222
628FB717E929C5A6DF89AF6CF47194B2,0F9CD36154EDD1979221D05343706972,VTS,1,,2013-02-04 09:15:00,2013-02-04 09:22:00,1,420,1.27,-73.989876,40.734524,-73.97628,40.741791
E77CACEBA72EB448DF0E803AA77F3CC5,39B7694798ABCBA39F82FE0141FFCB7D,VTS,1,,2013-02-06 21:24:00,2013-02-06 21:31:00,2,420,2.11,-73.997284,40.73679,-73.987671,40.760536
8908724400923606AAF61043CBDBC2D2,439E8A8180417EABF04FEEE1438F8BD0,VTS,1,,2013-02-04 09:01:00,2013-02-04 09:06:00,1,300,.61,-73.967957,40.76564,-73.973595,40.757744
60B87DBDF025AE348F8286CAFE999F2C,AF3EC3B4FA61D5FEAAAAACB61E4C633A,VTS,1,,2013-02-04 08:39:00,2013-02-04 09:02:00,1,1380,5.10,-73.981697,40.770393,-74.013756,40.714188
404EE8ACEABC41E4C95B51E546552A24,6FC781BAFB7A4611C2A32A1D307D403B,VTS,1,,2013-02-06 21:17:00,2013-02-06 21:33:00,1,960,3.35,-73.963646,40.771648,-74.000885,40.747326
BDEDBA73F2C07998212D31F8C8467301,65AA51A90C482E7863475A871AF3876E,VTS,1,,2013-02-04 08:12:00,2013-02-04 09:04:00,4,3120,14.98,-73.788193,40.639664,-73.937248,40.736473
0E118EB8E7FD2ED2A8EBDC64F96980FD,BCF9B6B24AE498CDA14131D04A1C7AAA,VTS,1,,2013-02-04 08:56:00,2013-02-04 09:09:00,1,780,1.86,-73.99189,40.731342,-74.00808,40.721882
1A5C9F559781400051AC2338352FA2DA,F3E6CF69718E9AF3546E6E4250FA1CBB,VTS,1,,2013-02-06 21:11:00,2013-02-06 21:29:00,5,1080,4.73,-73.987228,40.751331,-74.004265,40.711868
7FB0330BE3F1C5AE4B5FC9CFE47BC6BA,BE6A7752F96E3CD34BBF28EEBF4CAAE4,VTS,1,,2013-02-04 08:51:00,2013-02-04 08:59:00,1,480,.23,-73.97316,40.758945,-73.97261,40.762321
53CB14479C79C26D2BF5DC0B53DBE460,9E4B512103CECF8C3668B3C4DDAD8DF9,VTS,1,,2013-02-09 09:59:00,2013-02-09 10:13:00,1,840,2.32,-73.96624,40.753777,-74.000076,40.762997
88526901E19F9EE8513453888BD97943,B7D010B8F3FBF8AC760C1D8872FC457D,VTS,1,,2013-02-09 09:36:00,2013-02-09 09:48:00,5,720,1.41,-74.016205,40.711246,-74.01226,40.705688
3E7DB7D3DC9961BA3A304E5B4B419E5F,9EDFD626FC0E955EC8388ED3CFDC28F9,VTS,1,,2013-02-04 08:51:00,2013-02-04 09:06:00,6,900,2.15,-73.989655,40.701736,-74.005569,40.718025
079027FB3402253C1EB657F493FBF50D,7D141642174DB1D577C227EBED9C68D7,VTS,1,,2013-02-04 13:39:00,2013-02-04 13:52:00,1,780,1.99,-73.963333,40.757656,-73.95903,40.78014
4C5499D290C5AE1CFA38DA186FE90F01,1BF7F429E0E77E775E6ED41E26CC6B72,VTS,1,,2013-02-06 21:06:00,2013-02-06 21:34:00,1,1680,5.15,-73.978043,40.757927,-73.984718,40.695885
BBD9036AF1EDDC63EC9BAC03381F0199,948AD4C67E60E7E0FDDC942EAB91FB67,VTS,1,,2013-02-04 14:05:00,2013-02-04 14:38:00,1,1980,3.47,-73.989677,40.734509,-74.002701,40.760635
AAA12218D7DC71B5948E40C619DB0C31,403AD53EEDC82E616C8B4118E87ABEC7,VTS,1,,2013-02-04 13:30:00,2013-02-04 13:38:00,1,480,.22,0,0,0,0
970F4CBA0D320A3FFA0FF8A2A58F7DA8,889C98C6FD68FFE0D005E9F0C170AD42,VTS,1,,2013-02-09 10:44:00,2013-02-09 10:50:00,2,360,1.14,-73.954178,40.778778,-73.959969,40.766644
76B07812E69C59D1354204DF7EB52A3C,02CBD66EF944EFF588EF4F4FD2F81752,VTS,1,,2013-02-04 14:44:00,2013-02-04 14:55:00,1,660,2.58,-73.982155,40.720871,-74.006714,40.704887
4138664DFDC7A66798F29EEAC8A9A157,CE1BA3866BD1992B5326D34F513E85D9,VTS,1,,2013-02-09 08:29:00,2013-02-09 08:40:00,1,660,1.30,-73.978546,40.76226,-73.982025,40.776279
2F916CFD5E51E9A620F3D4F9D65D2A7B,46C950B6589E16C25AAF4A0895CC426D,VTS,1,,2013-02-09 08:27:00,2013-02-09 08:34:00,1,420,1.77,-73.97522,40.762333,-73.983475,40.741589
0081EFFCBB2AD30F9D85B3A07F5EAB45,0D7D469D08E8CCAF4EC3B8C020463C74,VTS,1,,2013-02-09 08:28:00,2013-02-09 08:49:00,1,1260,6.49,-73.978409,40.783501,-73.987099,40.77169
EC1B8298ACA0CD0F1127DCF81213AAEF,C4D55DA147A78B13C6557F8AE7FD047B,VTS,1,,2013-02-09 10:39:00,2013-02-09 10:45:00,1,360,.76,-73.96608,40.799801,-73.955833,40.799637
74EA8560C35A938F4FAA580F61B149A3,10178822DB6AEFCB4DDA106532F4F4CD,VTS,1,,2013-02-06 21:30:00,2013-02-06 21:42:00,6,720,2.36,-73.991821,40.751549,-73.965988,40.762615
FEBFBC9EAE0AC7495398AECE81A28029,10A93D812AD2B00F5762BD86A0C1EC47,VTS,1,,2013-02-09 10:28:00,2013-02-09 10:34:00,1,360,.97,-73.985245,40.72377,-73.993835,40.73204
B1FCF98120C84D1223B1FF7FDB2B011E,47D6BF10254B119E477FC6D0550B7D45,VTS,1,,2013-02-04 14:33:00,2013-02-04 14:46:00,5,780,2.70,-73.952408,40.792439,-73.980415,40.770149
48CA4A12F75D480A33D7B2F66D4BA516,0675E186734F714FDE74D32B33E999E2,VTS,1,,2013-02-04 09:08:00,2013-02-04 09:34:00,3,1560,11.06,-73.978394,40.766525,-73.864136,40.767982
178A81A5C3C141BD575E85C383565234,FA646837F4868B296CBD12A138F581D0,VTS,1,,2013-02-04 14:13:00,2013-02-04 14:29:00,2,960,2.08,-73.977043,40.738918,-73.956985,40.762196
4820FE0121A7B6050A63CF8C2ECD2137,A1B974E9D865FFC99C5C166E9D650197,VTS,1,,2013-02-04 14:46:00,2013-02-04 14:56:00,2,600,1.99,-73.957619,40.779549,-73.940842,40.802422
6D309EE82DF3BF82554850EE556AE255,72D2B3E2D6AD8357A156ABBE663FA7AD,VTS,1,,2013-02-04 09:19:00,2013-02-04 09:24:00,1,300,.85,-73.973961,40.764748,-73.985764,40.769753
D41023CAEFEBF88BC72BD82080F84074,94ABEB793A4513273C0B73371292F988,VTS,1,,2013-02-04 09:04:00,2013-02-04 09:25:00,1,1260,6.52,-74.01741,40.708145,-73.970299,40.757854
60C3AD7179183044E91FF3B9B90C1CAA,69437513A62F305282F0A9891A248461,VTS,1,,2013-02-09 09:41:00,2013-02-09 09:52:00,2,660,2.65,-73.980736,40.730614,-73.973885,40.759678
066E412905F56CE0CF60D9393627A978,FD181BEA6EED65B40CB8EABA84AE55BB,VTS,1,,2013-02-04 08:59:00,2013-02-04 09:08:00,1,540,1.35,-73.998177,40.755749,-73.99646,40.743717
087397FDD3EE8824241BD759236A87FB,E8C7527E6E2373FCC811A7ED1F39694F,VTS,1,,2013-02-04 14:40:00,2013-02-04 14:50:00,1,600,1.42,-73.970673,40.764442,-73.956902,40.780434
2EF20126A74EC08C5DAFBDB13A9056A2,F82FD2163BFE67FB9A07F71C6B0D39C1,VTS,1,,2013-02-09 09:06:00,2013-02-09 09:26:00,1,1200,10.45,-73.975647,40.755257,-73.871155,40.774242
C2CC24411E3027A1C290062ADFDBD68C,56A38698B27FA45B04C7CA94EAE34B2F,VTS,1,,2013-02-09 10:34:00,2013-02-09 10:41:00,1,420,1.04,-73.989342,40.758137,-73.974693,40.755367
0F6CF8A85A039CDF369F01F2774682BA,F71EAF3D061C77AEB523161E38912A32,VTS,2,,2013-02-04 13:55:00,2013-02-04 14:44:00,1,2940,19.79,-73.786018,40.641766,-73.969925,40.761028
0706F69527090B0AD5D8922B745FEAA3,8553DAB0E83C0A61D798BDAC19431568,VTS,1,,2013-02-04 14:16:00,2013-02-04 14:37:00,1,1260,9.96,-73.978722,40.75563,-73.862785,40.768471
8EC13935B948D60DD6CBAC6B91311C00,10145171C79C225ED45BA1FD0B9FCC7B,VTS,1,,2013-02-06 21:31:00,2013-02-06 21:47:00,1,960,4.40,-73.993591,40.741699,-73.966988,40.793522
1635013A3DBC21E8046AD3BC58F09956,220DFCACF09A7B887D0C0798AE8E2FCB,VTS,1,,2013-02-09 10:24:00,2013-02-09 10:30:00,1,360,1.91,-73.988678,40.748661,-73.982048,40.771118
8EE0228CDE558F17DB404DD891263059,0E6230DA29F2D54A753D922D017D8C9F,VTS,1,,2013-02-06 21:42:00,2013-02-06 21:48:00,2,360,2.28,-73.984085,40.737469,-73.962776,40.758629
EB3DBCDCF0C0BEA2837D6C8C9B95EBB3,9D461743AD62FF252480CA3F24242693,VTS,1,,2013-02-04 09:06:00,2013-02-04 09:17:00,1,660,1.30,-73.977272,40.754215,-73.996597,40.763149
FF1E7C4C0DEFB8E917DC9E35A430FCDE,3FDC383752B920864D644D2B641CFF7B,VTS,1,,2013-02-06 21:30:00,2013-02-06 21:34:00,1,240,1.11,-74.007629,40.748203,-73.990501,40.751476
4C1558FE4FD7586E23F1CEF667A96CA9,A8FBF804570B9E04EF2C975AA5878D0A,VTS,1,,2013-02-04 14:31:00,2013-02-04 14:41:00,1,600,1.07,-73.970306,40.759121,-73.982986,40.754482
92B317C5C1397BD5088D98ECE8714FAF,4056C396BE0E341C9660F524DE25C738,VTS,1,,2013-02-04 09:06:00,2013-02-04 09:15:00,1,540,1.27,-73.980797,40.767696,-73.97802,40.758755
90666ADD2A1A29EF574FE51A6D903097,71965EAE6FD9B391841BE249B60E12F7,VTS,1,,2013-02-06 21:44:00,2013-02-06 22:00:00,5,960,4.48,-74.005928,40.735741,-73.975372,40.789673
99B1FD019B175E0CC6E57BC9E4FAAC94,EE4146A9393F24EA198569E3D57245CB,VTS,1,,2013-02-04 09:17:00,2013-02-04 09:36:00,1,1140,2.37,-73.974701,40.75367,-74.007469,40.74271
FC40BC38026074A00FF2CB0C5D57BE3A,FB2A751DFCE63268B6BECF6DC866802A,VTS,1,,2013-02-06 21:37:00,2013-02-06 21:46:00,1,540,1.21,-73.964439,40.763947,-73.981285,40.764534
068BBBB507BB54C49473D17F9C6376B4,CFE3E61481F7E65FB280133D2CB735FB,VTS,1,,2013-02-09 10:51:00,2013-02-09 10:54:00,1,180,.62,-73.981506,40.77882,-73.981506,40.77882
78A626B7A26C2BEDED59C75BB28373A5,F91D169C05AE49338B5AE940CAB87457,VTS,1,,2013-02-06 21:17:00,2013-02-06 21:26:00,5,540,1.55,-73.962944,40.762707,-73.97863,40.77232
5A4CC147F392709E66617AD9661A45B4,731488B4D04A5B9280CDE635C7ECC25D,VTS,1,,2013-02-09 08:33:00,2013-02-09 08:43:00,2,600,1.80,-73.97979,40.783726,-73.95565,40.774818
4CF7FB6BEEC37FF78366D9E8C1BBC935,DD9FB13799E040E939F8CA2E7B0A6CC8,VTS,1,,2013-02-06 21:15:00,2013-02-06 21:25:00,1,600,2.27,-73.992599,40.730614,-74.014343,40.702797
76A8CE8D32AC924A12C7BC374C0BAE7C,26417D32D4CE402135D6101CE73B28F1,VTS,1,,2013-02-09 10:55:00,2013-02-09 11:01:00,1,360,1.14,-73.962799,40.768215,-73.954529,40.777977
A454676AB9B4B292BD1F24009B78E6E2,3D7CEE2D113263BCB7205E6440416D84,VTS,1,,2013-02-06 21:30:00,2013-02-06 21:54:00,1,1440,3.52,-73.989693,40.738419,-73.982841,40.693539
A42B8DAE936D48E739295950E29F3169,D0006019B6E15D00251ACCDE39AD1570,VTS,1,,2013-02-06 21:21:00,2013-02-06 21:33:00,1,720,2.84,-73.952156,40.777306,-73.977257,40.742962
9BE59AAE9C005CBE38895D8675CB1309,0A1AA543D6C662EAB84A9AA96DA9A53B,VTS,1,,2013-02-06 21:43:00,2013-02-06 21:52:00,1,540,1.51,-74.004478,40.742081,-73.991051,40.745407
B458C7D184125F689833D71A5A648B76,FC1A705DA838C6B82B123D37B91C365E,VTS,1,,2013-02-06 21:41:00,2013-02-06 21:51:00,1,600,1.45,-73.981079,40.762871,-73.981155,40.779308
F74743D90F84644B1FA4576F4A82A8A3,50175DE2F7708C23CA1E744B0B5A5B16,VTS,1,,2013-02-06 21:45:00,2013-02-06 21:54:00,1,540,1.71,-73.972511,40.759071,-73.960655,40.775482
DB76AD7EC5837383741B8D79F3B89574,3C5559FCE69DF695250A31DB410AAF43,VTS,1,,2013-02-09 10:31:00,2013-02-09 10:36:00,1,300,1.29,-73.956841,40.786415,-73.972633,40.786034
13C1BCFC3B73B6ADBA4212B1CC7AA615,C8C46AEE2D55ED3F7A24E4BDFA6D514F,VTS,1,,2013-02-04 09:09:00,2013-02-04 09:44:00,5,2100,4.24,-73.948303,40.77803,-73.98336,40.761562
7DF16486AECCFB7DB3DA7A33B2DF62D4,41CC81A71A3C769F474DDADE518D7E48,VTS,1,,2013-02-04 14:06:00,2013-02-04 14:15:00,6,540,1.03,-73.970535,40.761822,-73.970535,40.761822
164CE2CC2F6CE7A165782D81069B61DD,A472CCB6DC1D1635363065CFF6A81551,VTS,1,,2013-02-04 09:23:00,2013-02-04 09:23:00,1,0,.04,0,0,0,0
48D360B909E19591E0EA7BDE4BB93A73,0445A68C5B84ECCF0EECA12C42B9EB95,VTS,1,,2013-02-04 09:18:00,2013-02-04 09:34:00,5,960,3.90,-73.953476,40.766834,-73.987404,40.733364
E3FD0A4DE92A3B02B63C343FDEE99BAC,DCF3039C793D6A493B27482A16662E3C,VTS,1,,2013-02-04 14:35:00,2013-02-04 14:41:00,1,360,.88,-73.970551,40.759354,-73.978844,40.766102
E97A5A2829395DFAEF58D08B6833DA80,3EDDD1433E2276DF9F9BDC3997C4BD47,VTS,1,,2013-02-06 21:17:00,2013-02-06 21:26:00,1,540,1.44,-73.988953,40.74202,-73.9907,40.755833
D3EA25A4194981FD8B9E4CB7A61DC5AB,CFC689BB8B1D6ED06703FC6294439D40,VTS,1,,2013-02-04 14:05:00,2013-02-04 14:11:00,2,360,1.09,-73.971962,40.763363,-73.960243,40.77293
9D331433C59D533FD6158E91FCFA68BB,EA48CF7636CA2E9973C4101F9B855B69,VTS,1,,2013-02-09 08:55:00,2013-02-09 08:59:00,1,240,.47,-73.982773,40.768379,-73.97776,40.765476
05DF1C9C9A46A990E7B61EE8C6C3ED2C,1D2A363E3835B2C2DD5794B41BCFF363,VTS,1,,2013-02-04 14:24:00,2013-02-04 14:53:00,1,1740,9.98,-73.862724,40.769024,-73.978195,40.762554
2A718BC691C5518EF562EC90A1571F59,47DE70785189B5E71F1D57523664C880,VTS,1,,2013-02-04 14:56:00,2013-02-04 14:59:00,4,180,.59,-73.979126,40.750057,-73.979126,40.750057
90666ADD2A1A29EF574FE51A6D903097,3B8C449B8098315DBC5CBF69D241890D,VTS,1,,2013-02-04 08:43:00,2013-02-04 09:06:00,6,1380,8.08,-73.953667,40.766502,-74.010399,40.721329
4C88E58565A28CF9553EB671FA4AB994,5AED2FAFCCFF2B0A4E3D144DD39BE511,VTS,1,,2013-02-09 10:29:00,2013-02-09 10:42:00,1,780,3.61,-73.980629,40.734047,-73.955635,40.776573
557B02E4BC71B16C0EBC9CEE6F757822,10DEF6B15C01194B2D4933C638926EEF,VTS,1,,2013-02-06 21:08:00,2013-02-06 21:36:00,1,1680,8.21,-73.968994,40.764385,-73.985634,40.739082
1A341E3071F7E56B737E2F66EECB587E,BE17BA64E993564DA7F5FFF9CF1FCFCD,VTS,1,,2013-02-04 14:32:00,2013-02-04 14:41:00,3,540,.68,-73.984795,40.748062,-73.984795,40.748062
6483B9BFCB216EC88986EA3AB13064E7,8A6F25B1F3D56E03C30D01E9F9020B50,VTS,1,,2013-02-09 09:53:00,2013-02-09 09:55:00,1,120,1.04,-73.98188,40.740768,-73.973732,40.752178
809F31F879FFB68E293EE07A0B96BA1C,D37C8C3EB0E10A197FC748247295A6EF,VTS,1,,2013-02-04 14:36:00,2013-02-04 14:39:00,1,180,.62,-73.994392,40.719273,-73.991501,40.727161
7DE23E40957A142A827081FA19EEC829,947FFADE05FD49D42A6A3024622F661B,VTS,1,,2013-02-04 13:59:00,2013-02-04 14:17:00,2,1080,3.45,-73.983765,40.743717,-73.983765,40.743717
A02946A94C960AF041A251269D57C0B4,8FCC2E172C308B81CECE6381424DEE0B,VTS,1,,2013-02-04 08:37:00,2013-02-04 08:57:00,1,1200,1.62,-73.977165,40.751976,-73.988815,40.742588
B92C12243D8E7D70ED517D9F86E9576C,81BE5EC29A5118284C89A513C91A6EE3,VTS,1,,2013-02-04 09:00:00,2013-02-04 09:12:00,1,720,2.10,-73.998314,40.76107,-74.002121,40.738369
873F447B10C525B7A1EF4A173DD4EB81,073CB8BBCB9DB226051E2FE5D2533379,VTS,1,,2013-02-09 09:19:00,2013-02-09 09:28:00,1,540,1.81,-73.965683,40.774544,-73.982574,40.755203
DB87F4AB25C4AE1F01553868A4A9A7F2,D3351C6964BD3E25F503D73B519DFF58,VTS,1,,2013-02-04 14:19:00,2013-02-04 14:28:00,3,540,2.42,-73.955399,40.768559,-73.933357,40.795135
1A30D2B12B2E613700A5B5DD95D6D9D7,E21ECF0C61A477C38777385A54B7C0AC,VTS,1,,2013-02-04 08:57:00,2013-02-04 09:08:00,1,660,1.06,-73.969597,40.752655,-73.977806,40.761421
33F7AD1C3439BE61B5602777BC8D41F4,D9EA6A81C396EB13D5051FAFE6FD8AD4,VTS,1,,2013-02-09 08:23:00,2013-02-09 08:30:00,1,420,1.30,-73.97245,40.754463,-73.976082,40.765812
7245CE92BF36EA92043619AF7C901EFC,DB5E2CA48FE6FFDE8048E9D0E08BA7FD,VTS,1,,2013-02-04 08:36:00,2013-02-04 08:47:00,5,660,1.02,-73.980232,40.753803,-73.97953,40.760426
E4875E3542BE56CBBF7B5EABC0E7DD37,B7F843BC9199412ABC08DFF4DCBF3E02,VTS,1,,2013-02-06 21:12:00,2013-02-06 21:21:00,5,540,2.15,-73.984245,40.755554,-73.988388,40.778801
AC354C8F61774C6F08536819DC5A40A0,1B8B820092E36B6BDEF66B2B836A5E1F,VTS,1,,2013-02-06 21:36:00,2013-02-06 21:59:00,1,1380,13.08,-73.971916,40.754833,-74.037506,40.635773
D588948C1EE33D5EE6EB3487D2A85C10,EBDFAAC4BC4692C5021E18A473421A49,VTS,1,,2013-02-04 14:21:00,2013-02-04 14:36:00,1,900,2.77,-73.964417,40.764584,-73.96299,40.793892
72DD4CDB6741B7E93D4E22B6B8024263,AD8EBC5810405F9E07B7BEF3C6F4059C,VTS,1,,2013-02-04 15:00:00,2013-02-04 15:03:00,1,180,.96,-73.986549,40.768387,-73.982025,40.760708
753BC0484097BB236807E896DC2241DF,FC7A9C509F604338EAD8BD1AF10C0629,VTS,1,,2013-02-04 09:31:00,2013-02-04 09:42:00,5,660,2.11,-74.002327,40.726292,-74.008224,40.750401
424889EA2F2F8C2AE58766B3987A5802,49004FFA5AF3416351B729D6AD7FCF96,VTS,1,,2013-02-04 09:05:00,2013-02-04 09:09:00,2,240,.55,-73.975128,40.756058,-73.970406,40.759563
8CE240F0796D072D5DCFE06A364FB5A0,55CA3F571F4D3C3582BB09BBE929A066,VTS,1,,2013-02-06 22:01:00,2013-02-06 22:09:00,1,480,1.52,-73.975655,40.755459,-73.990395,40.751427
60150AA39B2F654ED6F0C3AF8174A48A,64CE1B03FDE343BB8DFB512123A525A4,VTS,1,,2013-02-06 22:04:00,2013-02-06 22:09:00,1,300,1.34,-73.987778,40.740978,-73.983421,40.756393
69B5ED123528DEAEDE664F7CECF9CF0D,A25B2BE8E1E68544CF87EBCBA9C70EBA,VTS,1,,2013-02-04 09:42:00,2013-02-04 09:43:00,6,60,.23,0,0,0,0
2DAE00EB0F9995111A4E4BF713BDACB9,40811264DA067FF70639E1910E4E10FD,VTS,1,,2013-02-06 21:17:00,2013-02-06 21:44:00,1,1620,10.52,-73.985481,40.741478,-73.968864,40.643887
835CC5D08720B66ED0D40E370A078AD9,7FC9A750FD6D530934FA690A1D3F95C5,VTS,1,,2013-02-06 21:37:00,2013-02-06 21:46:00,1,540,2.18,-73.991165,40.760475,-74.000839,40.736061
88526901E19F9EE8513453888BD97943,B7D010B8F3FBF8AC760C1D8872FC457D,VTS,1,,2013-02-04 09:22:00,2013-02-04 09:47:00,5,1500,1.76,-73.959023,40.777996,-73.973747,40.764503
A03E9B27C0885894BCC8556CF7CCD8A4,A1F856AB43959541C67DD74B059F6AFE,VTS,1,,2013-02-06 21:31:00,2013-02-06 21:52:00,3,1260,7.33,0,0,0,0
