medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
7870D05065E93EDB06E846CC7ED03BD3,F81358906DC91483B43BC0D2890309E8,VTS,1,,2013-02-01 15:05:00,2013-02-01 15:09:00,1,240,.26,-73.997864,40.746204,-73.994637,40.747833
91878B4D52E857B057A502BC7FCF546B,550C7CFE484F974DC21E453A81C82BD3,VTS,1,,2013-02-01 14:30:00,2013-02-01 14:33:00,6,180,.49,-73.987198,40.750751,-73.981834,40.75201
D5BF97DF0678BF1ABFACB1A255E20D02,1D2D3CCB8B519B628A10D17D58E840C1,VTS,1,,2013-02-01 15:03:00,2013-02-01 15:12:00,5,540,1.34,-73.9832,40.730587,-73.992599,40.742752
72EAFBA3FB9F0507C671AD713A622FB6,28EDC56C602EFFD20D3EF3E19919AF65,VTS,1,,2013-02-01 14:57:00,2013-02-01 15:13:00,1,960,2.83,-73.957848,40.782215,-73.958359,40.810764
EF081C9F6B489EC18EDBF2861BE64137,841C64BF2AB653FC8A42F1050A3DF46E,VTS,1,,2013-02-01 15:40:00,2013-02-01 16:05:00,6,1500,1.98,-73.97364,40.757668,-73.989426,40.738373
CCC956ECAB138CFE94C42747548CA8E0,EC36A526BA39BA4E1256379A995A154D,VTS,1,,2013-02-01 12:42:00,2013-02-01 12:54:00,1,720,1.16,-73.979523,40.767578,-73.968529,40.758366
0DAC1C8E7F340FB80A46BF364B07D4FB,761BB78DA0B4E229F77B9D626DADF4C7,VTS,1,,2013-02-01 14:27:00,2013-02-01 14:50:00,1,1380,4.08,-73.997726,40.724285,-73.986839,40.765903
D6EE78A5C7B74A9ED47F6E9BF7FF260D,2AF15F79FAC9CFC7CFA6FD420C0443C0,VTS,1,,2013-02-01 16:04:00,2013-02-01 16:15:00,4,660,.91,-73.975891,40.760349,-73.981606,40.749886
E42EEC901684486BF59D6E5F5CFE65AC,184845D5DB037E3A3C1DE2ED1B895864,VTS,1,,2013-02-01 16:52:00,2013-02-01 16:56:00,2,240,.48,-73.986641,40.742828,-73.987839,40.737732
DD82E267BA0BC30D4C92778E186FD512,0BD16BF128CD799C855F28948235AF6D,VTS,1,,2013-02-01 12:03:00,2013-02-01 12:21:00,1,1080,2.82,-73.97274,40.74942,-73.975754,40.749119
10723C5406688FAB5FDA64D56170D270,F1539843E9254F1190BFFC43E28EA36F,VTS,1,,2013-02-01 13:16:00,2013-02-01 13:22:00,1,360,1.82,-73.951195,40.79409,-73.972496,40.787457
4D107A637902E46B33682BA5B20911D4,4BCA29A7FFFCF7DB0075C0BD96B99F84,VTS,1,,2013-02-01 16:36:00,2013-02-01 16:40:00,1,240,.79,-73.974953,40.741703,-73.97155,40.749592
AD9939EB5F70FF35E94CA7D909B7B7C7,E75C15C472D2A4D601599420DBBEA1C7,VTS,1,,2013-02-01 16:10:00,2013-02-01 16:27:00,1,1020,1.72,-73.973572,40.760998,-73.984695,40.743416
54CC154EBA7B5A4CB0F00FB04324DC4F,284D5FD7604105C23754DFA0A135FE99,VTS,1,,2013-02-01 16:04:00,2013-02-01 16:11:00,4,420,1.19,-74.004837,40.752045,-73.993187,40.755363
3C53F252CAFA1D436C2A8DEABC725B71,915913BC0826B0EFE2A48246E2FFD22C,VTS,1,,2013-02-01 13:17:00,2013-02-01 13:25:00,4,480,1.34,-73.994202,40.720436,-73.979393,40.721909
1635013A3DBC21E8046AD3BC58F09956,220DFCACF09A7B887D0C0798AE8E2FCB,VTS,1,,2013-02-01 13:20:00,2013-02-01 13:25:00,1,300,.65,-73.958199,40.772877,-73.963356,40.767426
6C397F9616F28003940B3A6E3CBB2DFA,2C711C35C4F1676C8B3C301C78F9CE82,VTS,1,,2013-02-01 15:15:00,2013-02-01 15:30:00,1,900,1.91,-73.976822,40.780048,-73.956245,40.787251
02B7DE7C2E111399FA7F96560B163A70,BDC5327C270F60FFDB23F084CDFAE509,VTS,2,,2013-02-01 12:35:00,2013-02-01 13:12:00,1,2220,18.15,-73.783424,40.648636,-73.978355,40.762783
5D240CD94C1D3DCF02A4A8700D2683F1,8E8543C65ACD98C53D573287AEEFF010,VTS,1,,2013-02-01 16:20:00,2013-02-01 16:34:00,6,840,2.88,-73.988251,40.774384,-73.992683,40.743687
3A4EB0557BE14958D30039095CF91CAB,97D5E94A813906149DD2112E0C4AD074,VTS,1,,2013-02-01 16:42:00,2013-02-01 16:48:00,5,360,1.35,-73.993118,40.727882,-73.981064,40.741722
7C1F3E8956CC8C2F3BA1F15DC85747FA,0ABB7DE09C49B5005135AB27BEF02FB1,VTS,1,,2013-02-01 18:04:00,2013-02-01 18:13:00,3,540,1.59,-73.980652,40.762814,-73.979485,40.783741
5733CF01AE7E7E62642E9FBECD31B3B3,C31CAF7B36B3D95044449351ACE9B5F5,VTS,1,,2013-02-01 16:54:00,2013-02-01 16:59:00,1,300,.86,-73.989944,40.738346,-73.989944,40.738346
1B208E4003BAB08E4B77DDCCF722ABCE,4027AC0C230411EE4106E0071B7EDAB5,VTS,1,,2013-02-01 16:22:00,2013-02-01 16:30:00,2,480,3.08,-73.892715,40.748852,-73.870934,40.771896
CEABFF0193174D655262201BABBADEF0,5597C7753A499AEA132DCAA454A97FFE,VTS,1,,2013-02-01 16:50:00,2013-02-01 16:54:00,4,240,.79,-73.983772,40.770256,-73.987183,40.775948
D41CC653E39852FD6C92B6CD8C6ABC3B,23400331F03AB441F7C93D89E7659F9A,VTS,2,,2013-02-01 16:00:00,2013-02-01 16:52:00,1,3120,18.18,-73.790375,40.647133,-73.995613,40.743801
3B13902D39BFDCA64A533DEE6A0A1077,B8C949805310F450CC4BAE966F5026AA,VTS,1,,2013-02-01 16:31:00,2013-02-01 16:39:00,3,480,1.35,-73.965332,40.76627,-73.976761,40.775002
F36564AB9C6EA3B6373EB0E1680A447A,9FABA2DE28D3503D0F3150AFBC9F674D,VTS,1,,2013-02-01 17:34:00,2013-02-01 17:55:00,2,1260,2.76,-73.976509,40.761627,-74.003357,40.743721
CD89A39EA4C16B62DB67FC52C7A37E53,EB6A1C4BC05463BB9F5FA814E52BB45C,VTS,1,,2013-02-01 16:11:00,2013-02-01 16:14:00,5,180,.42,-73.95639,40.787041,-73.955658,40.782917
0E6428A98DE3194B6DAC75BCE1A63479,DD9EC4F58E56D2CBFA890D2006E3D5F1,VTS,1,,2013-02-01 15:07:00,2013-02-01 15:31:00,1,1440,4.40,-73.990715,40.755669,-73.964455,40.807152
AA49129321B8D4FFE890CFDA2FBC1E8D,807D6E9A693032AE7F0709E6A0E914DA,VTS,1,,2013-02-01 14:43:00,2013-02-01 15:16:00,5,1980,14.71,-73.781967,40.644642,-73.924942,40.766266
41D7027582BC2B33889DF14F9C7C0C3D,8926966CEFF26B0D8F14FA6DC81E2219,VTS,2,,2013-02-01 14:13:00,2013-02-01 15:06:00,1,3180,16.82,-73.989441,40.758045,-73.786362,40.638557
ECA7DB347329CE6438F701DB0FB175F2,2C56B56A63031DDB903C42BB584ACCE1,VTS,1,,2013-02-01 14:57:00,2013-02-01 15:10:00,5,780,2.40,-73.973793,40.794594,-73.979729,40.765831
244C3AD9998A36B88D202113EE52D006,B34AED4B8235FF74A795D2F8C2B7A3C0,VTS,1,,2013-02-01 17:09:00,2013-02-01 17:11:00,1,120,.36,-73.992538,40.758167,-73.99176,40.754902
7AC504272B66F74A37B68F231C47AA93,E8F8559993C21864D4EE51EF7C97095F,VTS,1,,2013-02-01 14:47:00,2013-02-01 14:59:00,1,720,.85,-73.980598,40.742504,-73.980782,40.751102
E9ACD076FF53336D7C6793D9A8174D17,C4F159F5CAA2B3557016D46BA32E8475,VTS,1,,2013-02-01 16:15:00,2013-02-01 16:56:00,5,2460,15.00,-73.863113,40.769424,-74.005836,40.724548
DFBFA82ECA8F7059B89C3E8B93DAA377,9F9C74C1C5DF0288AAA5F6CBF87313B1,VTS,1,,2013-02-01 15:13:00,2013-02-01 15:28:00,1,900,1.91,-74.004158,40.752674,-73.979317,40.752831
EF3EB052175E9F0CC2412459B1577526,30E116177709ACFC7CD2F59047B9B9E1,VTS,1,,2013-02-01 15:00:00,2013-02-01 15:34:00,1,2040,2.29,-73.986435,40.761913,-73.98761,40.754086
19CD3E8DDB8FD3250C1A93432C0A4354,8736A961B0A91F3C120DDB7626876736,VTS,1,,2013-02-01 14:41:00,2013-02-01 14:56:00,1,900,2.46,-73.975098,40.753403,-74.002434,40.733536
4BFDCDE7229B5B4695AAA45549814ECD,E8EAD22AD2D490FDDE04677E828AEA35,VTS,1,,2013-02-01 15:12:00,2013-02-01 15:16:00,5,240,.75,-73.98703,40.77634,-73.980881,40.784683
BDB059DBFDBAC01F3E2BE88D1F726547,712513ED372A5A19BB5DBC1883CC478A,VTS,1,,2013-02-01 12:10:00,2013-02-01 12:19:00,5,540,1.63,-73.969627,40.763226,-73.951263,40.774197
A4AA0AE1CE77E8D74187BB69E4FA60D9,57165DB1AB4167161D6C30188E714D70,VTS,1,,2013-02-01 17:06:00,2013-02-01 17:10:00,1,240,.74,-74.006142,40.750118,-73.997093,40.745586
5DF5978F0280032D2F641A1A9FF506B0,151BA696A8F55BA9264BB90F4D413A8B,VTS,1,,2013-02-01 17:05:00,2013-02-01 17:17:00,6,720,1.26,-74.002449,40.750031,-73.987358,40.751495
8D1AE93D386E54DF783AD75488569C1B,EC535E7B4DBFF614BC7F1CC8601BD470,VTS,1,,2013-02-01 16:29:00,2013-02-01 16:46:00,1,1020,3.27,-73.99971,40.723473,-73.983086,40.756828
67108EDF8123623806A1DAFE8811EE63,92D29B15060DD51F702BE66BE03F6671,VTS,1,,2013-02-01 17:09:00,2013-02-01 17:17:00,5,480,1.31,-73.980766,40.74448,-73.991341,40.755611
F3B90EDCEF0049C5D78371D757F2B350,DB60ADA10A4FE3CDD11D8A2DDF4EFA5E,VTS,1,,2013-02-01 17:59:00,2013-02-01 18:09:00,1,600,1.07,-73.982658,40.745441,-73.995956,40.743633
46D2C9793FD5594AD8E423A7B0DCD5B8,4601F897999308D64FC4121162CD5231,VTS,1,,2013-02-01 17:45:00,2013-02-01 17:57:00,1,720,1.44,-73.945114,40.787079,-73.965668,40.790333
0A98C39EFB8FC144AD266417455C13F3,C1353035BA91501EDAF5F19633D50985,VTS,1,,2013-02-01 15:15:00,2013-02-01 15:21:00,1,360,.96,-73.962982,40.763256,-73.955788,40.769314
6454C60D38D768346785F94F4F8C407C,9885E27024FFA78B1B4831CADFAE9D6D,VTS,1,,2013-02-01 13:29:00,2013-02-01 13:42:00,2,780,1.84,-73.982117,40.778481,-73.963158,40.772221
02B7DE7C2E111399FA7F96560B163A70,FF05B446C3700B38EE90190B1F89FA45,VTS,1,,2013-02-01 16:54:00,2013-02-01 16:58:00,1,240,.94,-73.985085,40.727913,-73.985283,40.734985
D00CD968EB67387A3172808D245CDEF3,ADC81C8A9C5560D97407CB11149FED41,VTS,1,,2013-02-01 16:49:00,2013-02-01 16:56:00,1,420,1.36,-73.961266,40.767647,-73.980392,40.770699
A388C41C5D7B99D508DB5EDDC9CA7C34,30F541AAA2396196436F7860D9C3491E,VTS,1,,2013-02-01 16:04:00,2013-02-01 16:13:00,5,540,1.13,-73.980934,40.751556,-73.983887,40.74065
DE199DCD4B9B99E6E87D69BC16A49FA3,1E5C9C9C87B5DBF216242CD3C9345171,VTS,1,,2013-02-01 17:26:00,2013-02-01 17:30:00,1,240,.88,-73.982178,40.776276,-73.976311,40.785908
4D13C04349C49837B719781E629B1E27,FBE8D4DED2068123B2140DF37D76101C,VTS,1,,2013-02-01 16:40:00,2013-02-01 16:57:00,1,1020,2.18,-73.971695,40.747925,-73.989037,40.723045
0A6F3D74857E2B7AD7F0F12C643B7348,04E1F0C42540233529E34B7AA302723E,VTS,1,,2013-02-01 12:18:00,2013-02-01 12:25:00,5,420,.95,-73.955917,40.778992,-73.947304,40.771423
99DC8B92B9DD3926C5FDC362893ED8C3,CE2F09E16045025AEDFC0226F332CB7C,VTS,1,,2013-02-01 17:04:00,2013-02-01 17:17:00,5,780,2.09,-73.972015,40.781811,-73.975784,40.760399
FB9D9A8EEE4DAC74D19D2807DDCA701D,9749B178EE5F134FEDB08B8DC487B3DB,VTS,1,,2013-02-01 16:17:00,2013-02-01 16:23:00,1,360,1.34,-73.978439,40.763981,-73.962059,40.770287
1185204FB0DBB5EF98092E133B1EE5B4,3E7A3243DD098ED701C9D5E3C71D0919,VTS,1,,2013-02-01 17:03:00,2013-02-01 17:30:00,3,1620,5.64,-73.958641,40.800083,-73.992203,40.751667
E19C7F460BA01C140E4AC45ABDF70699,C0FD19DD1BCC8CBE93D5AD7A1E172629,VTS,1,,2013-02-01 16:44:00,2013-02-01 16:52:00,5,480,.59,-73.992523,40.763618,-73.992371,40.759186
995F1DFD086BC69AEDCD60692499B4F0,5D2F6D36D578C4134F2496A5C0406069,VTS,1,,2013-02-01 16:37:00,2013-02-01 16:41:00,2,240,.61,-73.971504,40.756378,-73.971603,40.750843
E1D18D4E8BFD7A4E3647B3B1A22D64E8,82BB4E9B9EF5E55FFB913E95253B8556,VTS,1,,2013-02-01 17:57:00,2013-02-01 18:17:00,5,1200,3.62,-73.990433,40.756504,-73.954132,40.783886
8C03E2359159505D810E4F5B995D3676,9CBA59D0D5DCAFBBEC310AC99C0E599D,VTS,1,,2013-02-01 18:10:00,2013-02-01 18:18:00,1,480,1.94,-73.997292,40.721481,-73.997055,40.741581
0E84DA4EE45E80A99CC65DC8D456E997,E72B734DF2827BE5E4ADC01BF7C342EE,VTS,1,,2013-02-01 18:06:00,2013-02-01 18:15:00,5,540,1.28,-73.978195,40.773167,-73.979774,40.786236
A68E0E8A6340185E814E1253C44898C1,733EDC75957C58931F08042319E8DBD1,VTS,1,,2013-02-01 18:11:00,2013-02-01 18:26:00,2,900,1.61,-73.974663,40.730022,-73.993538,40.739231
BB02801F232FE86D4F1897BAF69D4AA8,72C8F74ECFE27FD5C6E1271285C24461,VTS,1,,2013-02-01 18:07:00,2013-02-01 18:18:00,5,660,1.90,-73.954773,40.767586,-73.979462,40.771511
6A408493062BFADB63A5D01914612C86,D909EFA174B01D9A752F297F65D89A78,VTS,1,,2013-02-01 17:57:00,2013-02-01 18:17:00,2,1200,2.77,-74.001244,40.720242,-73.976021,40.744926
925FAAB0AEC05317DCD15C9EA48B26B3,52DF74CF19155D44C87E64FF9E715F43,VTS,1,,2013-02-01 15:57:00,2013-02-01 16:00:00,1,180,.51,-73.983109,40.779797,-73.975266,40.787712
1E1A783494AE3626C72DA3756B6AD588,783BCC402D21E04A298AB68EFB531E81,VTS,1,,2013-02-01 15:57:00,2013-02-01 16:07:00,6,600,1.25,-73.989052,40.753239,-73.988548,40.741146
059A0953850A7AB184964FA36C1B0C6B,5C47BD038AFA648A8DE1968A86A06A81,VTS,2,,2013-02-01 16:06:00,2013-02-01 17:05:00,1,3540,21.51,-73.982254,40.767948,-73.787056,40.653332
88842D41956B0C0994EF366AEE36BBC8,A43324D76CAB063A253E4EA0CEE6DDEC,VTS,1,,2013-02-01 17:49:00,2013-02-01 17:56:00,3,420,1.17,0,0,0,0
E2EA7079E4E1F4883646053179D3C48B,D8517102C2B5E7233D4AD2EDB5187823,VTS,1,,2013-02-01 17:33:00,2013-02-01 17:55:00,1,1320,8.66,-73.866959,40.770779,-73.94989,40.772133
012B65864B3BE97D67DDC0D086413E0C,78EFE547F1D3615B2204854E6244D63A,VTS,1,,2013-02-01 17:07:00,2013-02-01 17:59:00,1,3120,17.55,-73.965111,40.806393,-73.753334,40.730537
FB92F691B7E933E6462788B10939F757,514C8BFCAB9935F99295D99468BE4699,VTS,1,,2013-02-01 18:04:00,2013-02-01 18:10:00,5,360,1.32,-73.967262,40.762749,-73.949562,40.782047
8C69BE53D1B7A444055464D22DC952A5,12970308B4C57B79A63DDC591E2BE810,VTS,1,,2013-02-01 14:11:00,2013-02-01 14:45:00,1,2040,8.42,-73.973061,40.752815,-73.895935,40.818619
E8DD9DDC3DE38547F2250FD83996E239,03965DDAD46302FC816376799B9E5A28,VTS,1,,2013-02-01 18:11:00,2013-02-01 18:14:00,6,180,.67,-73.976028,40.789043,-73.970764,40.795834
51A698A268070846C0CC422B7CC06AFB,C03C7A1CD2B0A357DC2EF2ADA99214A8,VTS,1,,2013-02-01 17:19:00,2013-02-01 17:28:00,1,540,1.61,-74.000984,40.747116,-73.990921,40.731506
36091E936B1D4F2CC88A0570EA4466B6,89B7BE14BB8A2FA3B130B0A56DF56D1C,VTS,1,,2013-02-01 16:28:00,2013-02-01 16:39:00,1,660,1.41,-74.006706,40.73299,-73.991226,40.739292
10A056DB654CA4AC3377DF6E622031B4,8A0535970AE97A80308B313D60B3DCFC,VTS,1,,2013-02-01 16:21:00,2013-02-01 16:31:00,1,600,1.73,-73.978775,40.775475,-73.973305,40.796425
06D29AF4D2C6C5A9E08FAC8F7FB425F5,131D69B83EE0B37FDB70B5A948F5CB9B,VTS,1,,2013-02-01 17:13:00,2013-02-01 17:18:00,4,300,.62,-73.950386,40.786629,-73.954758,40.778912
9DCEF2F854EE4D4090847E0901929F8A,34B2397EA45C3324A8A6A31DB623FCFC,VTS,1,,2013-02-01 16:19:00,2013-02-01 16:30:00,1,660,1.51,-73.992416,40.743546,-74.002113,40.729664
CB3CB29937460506B59A5359D8E30BB1,4E93DC02E3B5D6EDFF0F6384C901BCA0,VTS,1,,2013-02-01 15:55:00,2013-02-01 16:15:00,1,1200,3.22,-73.982803,40.761578,-74.003212,40.720482
7003419E114ECB55867BD106E9F71FFB,28E6F2FB9F9819D570F7D096ACFCB1F3,VTS,1,,2013-02-01 16:06:00,2013-02-01 16:15:00,2,540,1.71,-73.981934,40.777382,-73.961792,40.780605
D88BBB741FE8B4D57C2C1B9869A98CFC,5288F3A222BB69FED0B02C85B236E462,VTS,1,,2013-02-01 18:29:00,2013-02-01 18:32:00,1,180,.74,-73.991333,40.750198,-73.999214,40.744038
EA75483D9F9E7FF7B929F6F9704AAFB8,EF215F5B6347DC113DDA28A412D43022,VTS,1,,2013-02-01 15:09:00,2013-02-01 15:22:00,1,780,2.23,-73.989868,40.733208,-73.973595,40.760399
282E88327FA32E0C655B1216A91125A6,7152AE0408719E98C7A42D7B8E9BFB38,VTS,1,,2013-02-01 16:19:00,2013-02-01 16:23:00,6,240,.81,-73.982262,40.765522,-73.987572,40.755718
D3E444BA944E2AFDFC8C61B4A9EF06D8,605D2134B2ACD278EA1BDF736F205C0B,VTS,1,,2013-02-01 18:22:00,2013-02-01 18:33:00,6,660,2.16,-73.971542,40.751362,-73.990738,40.724491
